age,job_type,marital_status,education,has_credit_in_default,housing_loan,personal_loan,communication_type,last_contact_month,last_contact_day_of_week,last_contact_duration_secs,previous_campaign_outcome,previous_campaign_num_contacts,current_campaign_num_contacts,current_campaign_subscribed
52,management,married,university.degree,no,yes,yes,cellular,jul,mon,161,nonexistent,0,1,no
47,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,461,nonexistent,0,1,no
35,self-employed,married,high.school,no,no,no,cellular,jul,mon,187,nonexistent,0,3,no
39,admin.,married,high.school,no,yes,no,cellular,jul,mon,201,nonexistent,0,1,no
34,services,married,high.school,no,yes,no,cellular,jul,mon,206,nonexistent,0,6,no
39,technician,married,basic.9y,unknown,unknown,unknown,cellular,jul,mon,139,nonexistent,0,1,no
42,self-employed,divorced,university.degree,unknown,yes,no,cellular,jul,mon,643,nonexistent,0,3,no
48,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,297,nonexistent,0,1,no
36,entrepreneur,married,unknown,unknown,yes,no,cellular,jul,mon,44,nonexistent,0,3,no
56,retired,married,basic.4y,unknown,no,no,cellular,jul,mon,121,nonexistent,0,1,no
51,technician,married,professional.course,no,no,yes,cellular,jul,mon,130,nonexistent,0,1,no
41,technician,married,high.school,no,unknown,unknown,cellular,jul,mon,106,nonexistent,0,1,no
47,admin.,divorced,high.school,no,no,no,cellular,jul,mon,480,nonexistent,0,1,no
39,blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,mon,51,nonexistent,0,1,no
47,admin.,divorced,high.school,no,no,no,cellular,jul,mon,532,nonexistent,0,1,yes
60,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,jul,mon,575,nonexistent,0,1,no
52,retired,married,basic.4y,no,no,no,cellular,jul,mon,445,nonexistent,0,1,no
33,technician,single,professional.course,no,yes,yes,cellular,jul,mon,554,nonexistent,0,1,no
47,admin.,divorced,high.school,unknown,no,no,cellular,jul,mon,129,nonexistent,0,4,no
42,admin.,married,university.degree,no,yes,no,cellular,jul,mon,46,nonexistent,0,1,no
37,entrepreneur,married,basic.6y,no,yes,no,cellular,jul,mon,254,nonexistent,0,1,no
41,blue-collar,married,unknown,no,no,no,cellular,jul,mon,226,nonexistent,0,1,no
54,management,married,university.degree,no,yes,no,cellular,jul,mon,224,nonexistent,0,1,no
31,admin.,married,university.degree,no,yes,no,telephone,jul,mon,118,nonexistent,0,2,no
44,housemaid,married,high.school,unknown,yes,no,cellular,jul,mon,1200,nonexistent,0,1,no
45,services,divorced,high.school,no,no,no,cellular,jul,mon,295,nonexistent,0,1,no
57,entrepreneur,married,university.degree,unknown,unknown,unknown,cellular,jul,mon,268,nonexistent,0,9,no
36,technician,married,university.degree,no,yes,no,cellular,jul,mon,174,nonexistent,0,1,no
49,admin.,married,unknown,unknown,no,no,cellular,jul,mon,630,nonexistent,0,3,no
40,services,married,basic.6y,unknown,no,no,cellular,jul,mon,209,nonexistent,0,1,no
46,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,243,nonexistent,0,2,no
29,technician,married,professional.course,no,yes,no,cellular,jul,mon,111,nonexistent,0,1,no
43,services,married,professional.course,no,yes,no,cellular,jul,mon,451,nonexistent,0,1,no
40,admin.,single,university.degree,unknown,no,no,cellular,jul,mon,192,nonexistent,0,1,no
28,admin.,single,high.school,no,no,no,cellular,jul,mon,154,nonexistent,0,1,no
40,services,married,high.school,no,no,yes,cellular,jul,mon,162,nonexistent,0,4,no
53,entrepreneur,single,basic.9y,no,no,no,cellular,jul,mon,933,nonexistent,0,1,no
51,blue-collar,married,high.school,no,no,no,cellular,jul,mon,110,nonexistent,0,1,no
58,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,86,nonexistent,0,2,no
35,technician,married,basic.9y,no,yes,no,cellular,jul,mon,448,nonexistent,0,1,no
27,admin.,single,high.school,unknown,no,no,cellular,jul,mon,261,nonexistent,0,12,no
41,entrepreneur,married,basic.4y,no,yes,no,cellular,jul,mon,120,nonexistent,0,1,no
48,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,151,nonexistent,0,1,no
33,management,married,university.degree,no,yes,no,cellular,jul,mon,199,nonexistent,0,1,no
40,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,mon,94,nonexistent,0,2,no
52,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,97,nonexistent,0,3,no
41,entrepreneur,married,basic.4y,no,no,no,cellular,jul,mon,531,nonexistent,0,1,no
34,services,married,basic.9y,unknown,no,no,cellular,jul,mon,112,nonexistent,0,1,no
34,services,married,basic.9y,unknown,yes,no,cellular,jul,mon,80,nonexistent,0,1,no
46,admin.,married,university.degree,no,no,no,telephone,jul,mon,41,nonexistent,0,1,no
35,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,mon,153,nonexistent,0,1,no
55,retired,divorced,high.school,unknown,no,no,cellular,jul,mon,210,nonexistent,0,1,no
30,technician,single,high.school,no,yes,no,telephone,jul,mon,130,nonexistent,0,2,no
37,management,married,high.school,no,yes,no,cellular,jul,mon,599,nonexistent,0,1,yes
50,management,married,university.degree,no,yes,no,cellular,jul,mon,236,nonexistent,0,1,no
33,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,532,nonexistent,0,2,no
55,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,mon,849,nonexistent,0,1,yes
34,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,136,nonexistent,0,1,no
37,technician,single,high.school,unknown,no,no,cellular,jul,mon,500,nonexistent,0,1,no
48,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,212,nonexistent,0,4,no
24,services,married,high.school,no,yes,no,cellular,jul,mon,337,nonexistent,0,4,no
31,admin.,married,university.degree,no,yes,no,cellular,jul,mon,1467,nonexistent,0,1,no
34,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,mon,246,nonexistent,0,2,no
43,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,117,nonexistent,0,3,no
29,services,single,university.degree,no,no,no,cellular,jul,mon,234,nonexistent,0,2,no
33,blue-collar,married,basic.9y,no,no,yes,cellular,jul,mon,387,nonexistent,0,2,no
39,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,353,nonexistent,0,4,no
36,entrepreneur,married,high.school,no,no,no,cellular,jul,mon,500,nonexistent,0,2,no
36,admin.,married,university.degree,no,no,no,telephone,jul,mon,267,nonexistent,0,7,no
52,entrepreneur,married,basic.9y,unknown,yes,no,cellular,jul,mon,387,nonexistent,0,1,no
42,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,313,nonexistent,0,2,no
52,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,535,nonexistent,0,1,no
45,technician,married,unknown,unknown,yes,no,cellular,jul,mon,326,nonexistent,0,2,no
39,self-employed,married,university.degree,no,no,no,cellular,jul,mon,175,nonexistent,0,1,no
44,entrepreneur,married,basic.6y,unknown,no,no,cellular,jul,mon,973,nonexistent,0,3,yes
60,retired,married,high.school,no,no,no,telephone,jul,mon,188,nonexistent,0,7,no
41,admin.,divorced,basic.6y,no,no,no,telephone,jul,mon,141,nonexistent,0,1,no
36,technician,married,basic.6y,no,yes,no,cellular,jul,mon,422,nonexistent,0,3,no
31,services,married,high.school,no,yes,no,cellular,jul,mon,354,nonexistent,0,1,no
39,self-employed,single,basic.9y,unknown,yes,no,cellular,jul,mon,835,nonexistent,0,4,no
50,unknown,married,basic.4y,unknown,yes,no,cellular,jul,mon,511,nonexistent,0,3,no
33,admin.,married,professional.course,no,no,no,cellular,jul,mon,209,nonexistent,0,1,no
36,admin.,married,high.school,no,yes,no,telephone,jul,mon,194,nonexistent,0,2,no
34,technician,married,professional.course,no,no,no,cellular,jul,mon,166,nonexistent,0,1,no
50,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,1165,nonexistent,0,2,no
29,services,single,high.school,no,yes,no,cellular,jul,mon,113,nonexistent,0,4,no
28,services,single,high.school,no,yes,no,cellular,jul,mon,98,nonexistent,0,1,no
46,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,190,nonexistent,0,1,no
23,services,single,high.school,no,no,no,cellular,jul,mon,104,nonexistent,0,1,no
31,admin.,single,high.school,no,no,no,cellular,jul,mon,88,nonexistent,0,1,no
23,services,single,high.school,no,no,no,cellular,jul,mon,316,nonexistent,0,1,no
31,admin.,married,university.degree,no,no,no,telephone,jul,mon,211,nonexistent,0,2,no
36,services,married,high.school,unknown,no,no,cellular,jul,mon,455,nonexistent,0,1,no
50,technician,married,professional.course,no,no,no,cellular,jul,mon,830,nonexistent,0,5,yes
47,technician,married,professional.course,no,no,no,cellular,jul,mon,208,nonexistent,0,10,no
59,retired,married,university.degree,unknown,no,no,telephone,jul,mon,95,nonexistent,0,2,no
32,technician,married,professional.course,no,no,no,cellular,jul,mon,167,nonexistent,0,2,no
42,admin.,married,university.degree,no,yes,no,cellular,jul,mon,108,nonexistent,0,2,no
49,blue-collar,married,unknown,unknown,unknown,unknown,cellular,jul,mon,375,nonexistent,0,3,no
38,housemaid,single,basic.4y,unknown,no,no,cellular,jul,mon,457,nonexistent,0,5,no
36,self-employed,married,professional.course,unknown,no,yes,cellular,jul,mon,216,nonexistent,0,5,no
42,technician,divorced,basic.9y,no,yes,no,cellular,jul,mon,299,nonexistent,0,3,no
44,unknown,single,basic.9y,unknown,no,no,cellular,jul,mon,366,nonexistent,0,2,no
27,admin.,married,high.school,no,yes,no,cellular,jul,mon,238,nonexistent,0,2,no
40,admin.,single,university.degree,no,yes,no,cellular,jul,mon,281,nonexistent,0,1,no
25,admin.,single,high.school,no,no,no,cellular,jul,mon,270,nonexistent,0,2,no
25,blue-collar,single,high.school,no,no,no,cellular,jul,mon,234,nonexistent,0,1,no
25,admin.,married,high.school,no,no,no,cellular,jul,mon,68,nonexistent,0,1,no
43,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,107,nonexistent,0,6,no
37,management,married,university.degree,unknown,no,no,cellular,jul,mon,92,nonexistent,0,1,no
25,admin.,divorced,professional.course,no,no,no,cellular,jul,mon,159,nonexistent,0,1,no
28,technician,divorced,university.degree,no,yes,no,cellular,jul,mon,247,nonexistent,0,1,no
32,admin.,single,university.degree,no,no,no,cellular,jul,mon,97,nonexistent,0,1,no
52,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,228,nonexistent,0,2,no
51,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,mon,293,nonexistent,0,7,no
41,services,married,basic.9y,no,no,no,cellular,jul,mon,88,nonexistent,0,3,no
33,entrepreneur,single,professional.course,no,no,no,telephone,jul,mon,143,nonexistent,0,3,no
38,unemployed,married,high.school,no,no,no,cellular,jul,mon,273,nonexistent,0,5,no
30,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,152,nonexistent,0,2,no
31,admin.,married,high.school,no,no,no,cellular,jul,mon,87,nonexistent,0,1,no
42,admin.,divorced,university.degree,no,yes,no,telephone,jul,mon,339,nonexistent,0,2,no
24,services,single,high.school,no,no,no,cellular,jul,mon,98,nonexistent,0,1,no
49,technician,married,professional.course,no,yes,yes,telephone,jul,mon,70,nonexistent,0,3,no
59,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,244,nonexistent,0,4,no
34,management,single,high.school,no,no,no,cellular,jul,mon,264,nonexistent,0,1,no
39,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,280,nonexistent,0,1,no
31,admin.,single,university.degree,no,unknown,unknown,cellular,jul,mon,116,nonexistent,0,3,no
35,technician,married,professional.course,no,no,no,cellular,jul,mon,164,nonexistent,0,2,no
43,entrepreneur,married,basic.4y,no,no,no,cellular,jul,mon,25,nonexistent,0,30,no
31,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,196,nonexistent,0,3,no
54,services,married,high.school,unknown,yes,no,cellular,jul,mon,36,nonexistent,0,33,no
36,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,mon,214,nonexistent,0,2,no
33,services,divorced,unknown,no,no,yes,cellular,jul,mon,277,nonexistent,0,2,no
47,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,95,nonexistent,0,3,no
56,housemaid,married,basic.4y,no,no,yes,cellular,jul,mon,116,nonexistent,0,1,no
37,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,mon,305,nonexistent,0,1,no
35,blue-collar,single,unknown,no,yes,no,cellular,jul,mon,15,nonexistent,0,11,no
37,technician,married,professional.course,unknown,no,no,telephone,jul,mon,237,nonexistent,0,2,no
33,admin.,married,university.degree,no,yes,no,cellular,jul,mon,263,nonexistent,0,1,no
38,technician,married,professional.course,unknown,no,no,cellular,jul,mon,224,nonexistent,0,3,no
28,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,210,nonexistent,0,2,no
36,blue-collar,married,professional.course,no,yes,no,cellular,jul,mon,333,nonexistent,0,5,no
39,admin.,married,high.school,no,yes,no,cellular,jul,mon,627,nonexistent,0,3,no
42,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,100,nonexistent,0,4,no
31,technician,married,high.school,no,no,no,cellular,jul,mon,75,nonexistent,0,3,no
37,blue-collar,single,high.school,no,yes,no,telephone,jul,mon,416,nonexistent,0,8,no
46,unemployed,divorced,professional.course,unknown,yes,no,cellular,jul,mon,221,nonexistent,0,8,no
39,services,married,basic.9y,no,no,yes,cellular,jul,mon,51,nonexistent,0,2,no
52,unemployed,married,unknown,no,yes,no,cellular,jul,mon,199,nonexistent,0,7,no
28,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,mon,576,nonexistent,0,2,no
38,blue-collar,married,unknown,unknown,no,no,cellular,jul,mon,340,nonexistent,0,3,no
51,blue-collar,married,unknown,unknown,yes,no,cellular,jul,mon,377,nonexistent,0,2,no
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,mon,260,nonexistent,0,13,no
42,management,divorced,university.degree,unknown,no,no,cellular,jul,mon,255,nonexistent,0,2,no
31,admin.,married,high.school,no,no,no,cellular,jul,mon,160,nonexistent,0,5,no
43,admin.,divorced,high.school,no,no,no,cellular,jul,mon,96,nonexistent,0,3,no
39,services,married,basic.9y,no,yes,no,telephone,jul,mon,543,nonexistent,0,2,no
38,admin.,married,professional.course,no,no,no,cellular,jul,mon,182,nonexistent,0,3,no
26,unemployed,single,basic.9y,no,yes,yes,cellular,jul,mon,104,nonexistent,0,4,no
35,management,divorced,university.degree,no,no,no,cellular,jul,mon,13,nonexistent,0,20,no
35,admin.,single,university.degree,no,yes,no,cellular,jul,mon,167,nonexistent,0,2,no
34,technician,single,professional.course,unknown,yes,no,cellular,jul,mon,224,nonexistent,0,4,no
31,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,317,nonexistent,0,3,no
29,admin.,single,unknown,no,yes,no,cellular,jul,mon,179,nonexistent,0,4,no
36,admin.,married,high.school,no,no,no,cellular,jul,mon,74,nonexistent,0,7,no
32,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,422,nonexistent,0,1,no
35,admin.,single,university.degree,no,yes,no,cellular,jul,mon,447,nonexistent,0,3,no
33,blue-collar,single,basic.6y,no,no,yes,cellular,jul,mon,380,nonexistent,0,3,no
50,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,371,nonexistent,0,2,no
48,blue-collar,married,basic.6y,no,yes,no,cellular,jul,mon,122,nonexistent,0,5,no
26,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,159,nonexistent,0,2,no
39,admin.,divorced,basic.9y,no,yes,no,cellular,jul,mon,79,nonexistent,0,2,no
35,blue-collar,married,professional.course,no,yes,no,cellular,jul,mon,261,nonexistent,0,5,no
47,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,mon,140,nonexistent,0,4,no
48,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jul,mon,360,nonexistent,0,3,no
46,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,mon,500,nonexistent,0,5,no
44,blue-collar,single,high.school,no,yes,yes,cellular,jul,mon,234,nonexistent,0,1,no
34,blue-collar,married,basic.9y,no,no,yes,telephone,jul,mon,146,nonexistent,0,4,no
36,services,divorced,university.degree,no,no,no,cellular,jul,mon,407,nonexistent,0,1,no
34,admin.,married,university.degree,no,no,no,cellular,jul,mon,416,nonexistent,0,4,no
37,technician,single,university.degree,no,no,no,cellular,jul,mon,756,nonexistent,0,3,no
44,blue-collar,divorced,basic.6y,unknown,no,yes,telephone,jul,mon,122,nonexistent,0,2,no
50,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,339,nonexistent,0,2,no
31,services,single,high.school,no,no,no,cellular,jul,mon,500,nonexistent,0,1,no
48,admin.,divorced,high.school,no,no,no,telephone,jul,mon,352,nonexistent,0,2,no
40,management,married,university.degree,unknown,yes,no,cellular,jul,mon,16,nonexistent,0,34,no
42,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,288,nonexistent,0,3,no
37,technician,single,university.degree,no,yes,no,cellular,jul,mon,164,nonexistent,0,3,no
42,entrepreneur,married,high.school,no,yes,no,cellular,jul,mon,100,nonexistent,0,2,no
24,unemployed,single,high.school,no,yes,no,telephone,jul,mon,245,nonexistent,0,5,no
36,technician,married,university.degree,no,no,no,cellular,jul,mon,95,nonexistent,0,2,no
41,blue-collar,married,unknown,unknown,yes,no,cellular,jul,mon,285,nonexistent,0,1,no
52,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,88,nonexistent,0,1,no
50,housemaid,divorced,high.school,no,yes,no,cellular,jul,mon,78,nonexistent,0,1,no
25,services,single,high.school,no,no,no,cellular,jul,mon,422,nonexistent,0,2,no
42,admin.,single,university.degree,unknown,yes,no,cellular,jul,mon,719,nonexistent,0,2,yes
40,services,married,high.school,no,yes,no,telephone,jul,mon,167,nonexistent,0,3,no
53,services,married,high.school,no,no,no,telephone,jul,mon,336,nonexistent,0,3,no
55,technician,married,professional.course,unknown,no,no,telephone,jul,mon,89,nonexistent,0,13,no
30,blue-collar,single,basic.4y,no,no,no,cellular,jul,mon,112,nonexistent,0,10,no
45,management,married,university.degree,unknown,no,no,cellular,jul,mon,208,nonexistent,0,2,no
37,services,married,high.school,no,no,no,cellular,jul,mon,221,nonexistent,0,2,no
31,services,married,high.school,no,no,no,cellular,jul,mon,624,nonexistent,0,5,no
25,admin.,single,high.school,unknown,no,no,cellular,jul,mon,252,nonexistent,0,1,no
60,management,married,unknown,unknown,no,no,cellular,jul,mon,230,nonexistent,0,1,no
28,entrepreneur,married,basic.4y,unknown,no,no,cellular,jul,mon,482,nonexistent,0,3,no
35,blue-collar,single,unknown,no,yes,no,telephone,jul,mon,564,nonexistent,0,1,no
44,admin.,married,high.school,no,yes,no,cellular,jul,mon,53,nonexistent,0,1,no
30,technician,married,professional.course,no,yes,no,cellular,jul,mon,279,nonexistent,0,11,no
44,admin.,married,high.school,no,yes,no,cellular,jul,mon,136,nonexistent,0,1,no
44,admin.,married,high.school,no,yes,no,cellular,jul,mon,242,nonexistent,0,1,no
38,technician,married,professional.course,no,yes,no,cellular,jul,mon,185,nonexistent,0,1,no
33,technician,married,professional.course,no,yes,no,telephone,jul,mon,9,nonexistent,0,17,no
41,admin.,married,high.school,no,no,yes,cellular,jul,mon,205,nonexistent,0,4,no
